date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:46:40	9491/9491	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/d0387325e894a1c4244820260ad7c78bb20d79eeec2fd59ffe3529223f3f84c6.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/d0387325e894a1c4244820260ad7c78bb20d79eeec2fd59ffe3529223f3f84c6.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:40	12842/12842	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/176b83d9268d77438e32aa44770fb37b40d6448740b6a05a97b175323356bd1b.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/176b83d9268d77438e32aa44770fb37b40d6448740b6a05a97b175323356bd1b.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:41	9959/9959	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/8fb830a15679a8537d84c3852e026a4bdb39d0ee3b387411a91e8f6abafdc1ad.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/8fb830a15679a8537d84c3852e026a4bdb39d0ee3b387411a91e8f6abafdc1ad.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:41	6761/6761	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/is5-ssl.mzstatic.com/image/thumb/Purple124/v4/d2/bc/d7/d2bcd729-ae03-6f33-7446-f60e853c5229/source/256x256bb.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/is5-ssl.mzstatic.com/image/thumb/Purple124/v4/d2/bc/d7/d2bcd729-ae03-6f33-7446-f60e853c5229/source/256x256bb.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:42	7723/7723	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/881946407ff22a32ec0e42b2cd31ea5dab52242dc3648d777b511a0440d59efb.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/881946407ff22a32ec0e42b2cd31ea5dab52242dc3648d777b511a0440d59efb.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:42	8253/8253	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/3b0e861b3a57e98325b82ab687fe0a712c81366d521ceec49eebc35591f1b5d1.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/3b0e861b3a57e98325b82ab687fe0a712c81366d521ceec49eebc35591f1b5d1.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:43	8024/8024	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/ca86f48760bf5f84dcd6b1daca0fd55e2aa073ecf46453ba8a1db0b2e8e85ac1.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/ca86f48760bf5f84dcd6b1daca0fd55e2aa073ecf46453ba8a1db0b2e8e85ac1.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:43	14223/14223	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/b642ab6de0fe5c7d1e4a2b2821c9c807a81d0f6fd42ee3a75e513ea16e91151c.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/b642ab6de0fe5c7d1e4a2b2821c9c807a81d0f6fd42ee3a75e513ea16e91151c.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:44	13343/13343	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/38ee551a01e3c5af9d8a9715768861e4d642e2381a62245083f96672b5646c6b.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/38ee551a01e3c5af9d8a9715768861e4d642e2381a62245083f96672b5646c6b.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:45	6859/6859	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/7e90b95230bc462869bbb59f952273d89841e1c76bcc5319898e08c9f34bd4cd.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/7e90b95230bc462869bbb59f952273d89841e1c76bcc5319898e08c9f34bd4cd.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:45	7738/7738	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:46	13243/13243	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:46	15758/15758	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:47	11751/11751	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:47	7450/7450	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.png	(from https://vitabridge.co.za/walletpage.html)
04:46:48	7742/7742	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:49	7091/7091	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:50	62558/62558	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/s3-eu-west-1.amazonaws.com/tpd/logos/5d79d072c62fd60001ba75a7/0x0.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/s3-eu-west-1.amazonaws.com/tpd/logos/5d79d072c62fd60001ba75a7/0x0.png	(from https://vitabridge.co.za/walletpage.html)
04:46:50	12381/12381	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/pbs.twimg.com/profile_images/1285053238702563328/BvZ4_Ox8_400x400.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/pbs.twimg.com/profile_images/1285053238702563328/BvZ4_Ox8_400x400.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:52	9909/9909	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:52	12097/12097	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/2235b648bdf382bc1a6960f1db8eda5c71f65a1996e6cb549d24783ca58a2903.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/2235b648bdf382bc1a6960f1db8eda5c71f65a1996e6cb549d24783ca58a2903.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:53	9900/9900	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/76428179ce9213ab6f8f49923310efcf5eea089764196c7a2018bea8afcd6603.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/76428179ce9213ab6f8f49923310efcf5eea089764196c7a2018bea8afcd6603.jpg	(from https://vitabridge.co.za/walletpage.html)
04:46:54	18795/18795	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/cdn.jsdelivr.net/npm/%40popperjs/core%402.10.2/dist/umd/popper.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js	(from https://vitabridge.co.za/walletpage.html)
04:46:56	89501/89501	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/code.jquery.com/jquery-3.6.0.min.js	(from https://vitabridge.co.za/walletpage.html)
04:47:02	59219/59219	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/cdn.jsdelivr.net/npm/bootstrap%405.1.3/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js	(from https://vitabridge.co.za/walletpage.html)
04:47:03	89503/89503	U-----	200	untouched ('')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/script/jquery3.6.0.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/script/jquery3.6.0.min.js	(from https://vitabridge.co.za/)
04:47:03	753/753	U-----	200	untouched ('')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/pumpeth.com/wp-content/uploads/2018/06/app.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/pumpeth.com/wp-content/uploads/2018/06/app.png	(from https://vitabridge.co.za/)
